Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	positive regulation of interferon-gamma secretion (GO:1902715)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	CD2
GO_Biological_Process_2018	positive regulation of adaptive immune response (GO:0002821)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	PYCARD
GO_Biological_Process_2018	regulation of macrophage apoptotic process (GO:2000109)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	IRF7
GO_Biological_Process_2018	immunological synapse formation (GO:0001771)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	PRF1
GO_Biological_Process_2018	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:0001844)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	PMAIP1
GO_Biological_Process_2018	regulation of keratinocyte apoptotic process (GO:1902172)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	ZFP36
GO_Biological_Process_2018	response to granulocyte macrophage colony-stimulating factor (GO:0097012)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	ZFP36
GO_Biological_Process_2018	regulation of hydrogen peroxide metabolic process (GO:0010310)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	RAC2
GO_Biological_Process_2018	intracellular pH elevation (GO:0051454)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	BCL2
GO_Biological_Process_2018	negative regulation of erythrocyte differentiation (GO:0045647)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	ZFP36
GO_Biological_Process_2018	negative regulation of cellular response to hypoxia (GO:1900038)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	TMBIM6
GO_Biological_Process_2018	regulation of nuclease activity (GO:0032069)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	OAS1
GO_Biological_Process_2018	regulation of digestive system process (GO:0044058)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	TYMP
GO_Biological_Process_2018	regulation of interleukin-10 secretion (GO:2001179)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	PYCARD
GO_Biological_Process_2018	positive regulation of humoral immune response (GO:0002922)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	PHB
GO_Biological_Process_2018	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	PMAIP1
GO_Biological_Process_2018	negative regulation of glucocorticoid receptor signaling pathway (GO:2000323)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	PHB
GO_Biological_Process_2018	regulation of inositol phosphate biosynthetic process (GO:0010919)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	PLEK
GO_Biological_Process_2018	positive regulation of oxidative stress-induced cell death (GO:1903209)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	SOD1
GO_Biological_Process_2018	cellular response to cold (GO:0070417)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	NFKBIA
GO_Biological_Process_2018	negative regulation of myeloid cell apoptotic process (GO:0033033)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	IRF7
GO_Biological_Process_2018	cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	ZFP36
GO_Biological_Process_2018	pyrimidine deoxyribonucleotide biosynthetic process (GO:0009221)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	DUT
GO_Biological_Process_2018	endoplasmic reticulum membrane organization (GO:0090158)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	RTN4
GO_Biological_Process_2018	Golgi disassembly (GO:0090166)	1/6	0.0369232602647567	0.1444053535012063	0	0	32.04838709677419	105.72485899562612	PLK3
GO_Biological_Process_2018	antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	2/49	0.037650089107127	0.1467453984994506	0	0	6.859712852447673	22.4958792345749	S100A9;PF4
GO_Biological_Process_2018	regulation of autophagy (GO:0010506)	4/203	0.0386801085687696	0.1502472244405948	0	0	3.26857427634038	10.630808384968306	ATP6V0E1;IFI16;BCL2;PIP4K2A
GO_Biological_Process_2018	negative regulation of neuron projection development (GO:0010977)	2/51	0.0404932950249343	0.1567570946388985	0	0	6.579060892649743	21.096540828376867	MYLIP;RTN4
GO_Biological_Process_2018	positive regulation of ossification (GO:0045778)	2/52	0.041944490298468	0.1571870743922842	0	0	6.447154471544716	20.44655852175725	IFITM1;ISG15
GO_Biological_Process_2018	regulation of calcium ion transport (GO:0051924)	2/52	0.041944490298468	0.1571870743922842	0	0	6.447154471544716	20.44655852175725	CCL4;BCL2
GO_Biological_Process_2018	complement activation, classical pathway (GO:0006958)	3/123	0.0419860712529768	0.1571870743922842	0	0	4.048155737704918	12.8343431965891	IGKC;IGLC2;IGHA1
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter (GO:0006357)	15/1478	0.0425853689840295	0.1571870743922842	0	0	1.7161498788293046	5.416588677632376	PLK3;SP100;JUN;PRDM1;PHB;DRAP1;NFKBIA;PSMC5;ZFP36;PLSCR1;IFI16;NFKBIZ;IRF7;IER5;PF4
GO_Biological_Process_2018	regulation of cell proliferation (GO:0042127)	9/740	0.0426013418732433	0.1571870743922842	0	0	2.031888296617765	6.412374357220547	IFITM1;JUN;PPBP;PHB;IL7R;IER5;S100A11;IFIT3;PF4
GO_Biological_Process_2018	membrane raft polarization (GO:0001766)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	CD2
GO_Biological_Process_2018	inner ear receptor stereocilium organization (GO:0060122)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	SOD1
GO_Biological_Process_2018	progesterone receptor signaling pathway (GO:0050847)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	PHB
GO_Biological_Process_2018	regulation of alpha-beta T cell differentiation (GO:0046637)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	PRDM1
GO_Biological_Process_2018	regulation of glucocorticoid receptor signaling pathway (GO:2000322)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	PHB
GO_Biological_Process_2018	cytoplasmic sequestering of NF-kappaB (GO:0007253)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	NFKBIA
GO_Biological_Process_2018	regulation of natural killer cell chemotaxis (GO:2000501)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	CCL4
GO_Biological_Process_2018	retrograde axonal transport (GO:0008090)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	SOD1
GO_Biological_Process_2018	membrane raft distribution (GO:0031580)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	CD2
GO_Biological_Process_2018	positive regulation of isomerase activity (GO:0010912)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	PLSCR1
GO_Biological_Process_2018	regulation of protein heterodimerization activity (GO:0043497)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	BCL2
GO_Biological_Process_2018	positive regulation of killing of cells of other organism (GO:0051712)	1/7	0.0429442795187326	0.1571870743922842	0	0	26.705645161290324	84.06541395869567	PRF1
GO_Biological_Process_2018	negative regulation of programmed cell death (GO:0043069)	6/408	0.0431483066105118	0.1574292848217395	0	0	2.4423679919729087	7.676636404037352	NFKBIA;PLK3;PSMC5;BCL2;TMBIM6;IFIT3
GO_Biological_Process_2018	humoral immune response mediated by circulating immunoglobulin (GO:0002455)	3/125	0.0436965595207353	0.158921882078598	0	0	3.9813894114485353	12.463683452702648	IGKC;IGLC2;IGHA1
GO_Biological_Process_2018	positive regulation of cellular process (GO:0048522)	7/519	0.0445178034902114	0.1613947034470521	0	0	2.2434619968220337	6.981353315228687	JUN;BCL2;PHB;IL7R;S100A9;IER5;S100A8
GO_Biological_Process_2018	positive regulation of immune response (GO:0050778)	2/54	0.0449045808224666	0.1622817446179016	0	0	6.198561601000625	19.235472231305938	PYCARD;PLSCR1
GO_Biological_Process_2018	regulation of cellular catabolic process (GO:0031329)	2/55	0.0464128908732538	0.1648251524832168	0	0	6.08130081300813	18.670676197295947	IFI16;PIP4K2A
GO_Biological_Process_2018	protein oligomerization (GO:0051259)	4/217	0.0474043724578333	0.1648251524832168	0	0	3.0515655918984983	9.30434801978655	RNF213;PRF1;ANXA6;GBP1
GO_Biological_Process_2018	positive regulation of transcription, DNA-templated (GO:0045893)	12/1120	0.0476677108330713	0.1648251524832168	0	0	1.7986965272674995	5.474334737067833	NFKBIA;PSMC5;SP100;PLSCR1;JUN;NCF1;IFI16;IRF7;PHB;IER5;PF4;HMGN1
GO_Biological_Process_2018	regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	2/56	0.0479396587469955	0.1648251524832168	0	0	5.968383017163505	18.13082655483369	PYCARD;CARD16
GO_Biological_Process_2018	cellular defense response (GO:0006968)	2/56	0.0479396587469955	0.1648251524832168	0	0	5.968383017163505	18.13082655483369	NCF1;PRF1
GO_Biological_Process_2018	protein insertion into mitochondrial membrane (GO:0051204)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	PMAIP1
GO_Biological_Process_2018	peptidyl-cysteine modification (GO:0018198)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	S100A8
GO_Biological_Process_2018	positive regulation of macrophage differentiation (GO:0045651)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	PF4
GO_Biological_Process_2018	defense response to protozoan (GO:0042832)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	PF4
GO_Biological_Process_2018	phospholipid scrambling (GO:0017121)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	PLSCR1
GO_Biological_Process_2018	regulation of chaperone-mediated autophagy (GO:1904714)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	PLK3
GO_Biological_Process_2018	myelin maintenance (GO:0043217)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	SOD1
GO_Biological_Process_2018	regulation of MHC class II biosynthetic process (GO:0045346)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	PF4
GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process, deadenylation-independent decay (GO:0031086)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	ZFP36
GO_Biological_Process_2018	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly (GO:0045899)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	PSMC5
GO_Biological_Process_2018	positive regulation of respiratory burst (GO:0060267)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	IGHA1
GO_Biological_Process_2018	regulation of endodeoxyribonuclease activity (GO:0032071)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	GZMA
GO_Biological_Process_2018	regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034127)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	IRF7
GO_Biological_Process_2018	positive regulation of cAMP-mediated signaling (GO:0043950)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	PF4
GO_Biological_Process_2018	positive regulation of chemokine secretion (GO:0090197)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	PYCARD
GO_Biological_Process_2018	regulation of toll-like receptor 2 signaling pathway (GO:0034135)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	CYBA
GO_Biological_Process_2018	regulation of chemokine secretion (GO:0090196)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	PYCARD
GO_Biological_Process_2018	positive regulation of regulatory T cell differentiation (GO:0045591)	1/8	0.0489279568229514	0.1648251524832168	0	0	22.889400921658986	69.0666232697606	SOCS1
GO_Biological_Process_2018	regulation of intracellular signal transduction (GO:1902531)	6/422	0.0493728255368826	0.1657226158038611	0	0	2.3584760827407885	7.095133543462946	PYCARD;PLK3;ARHGEF3;RAC2;PIP4K2A;GBP1
GO_Biological_Process_2018	cellular respiration (GO:0045333)	2/57	0.0494845989396818	0.1657226158038611	0	0	5.859571322985957	17.614420968146533	UQCR10;UQCRH
GO_Biological_Process_2018	regulation of extrinsic apoptotic signaling pathway (GO:2001236)	2/59	0.0526278682232535	0.17028995572309	0	0	5.653401797175866	16.646495216619012	PYCARD;SP100
GO_Biological_Process_2018	phagocytosis (GO:0006909)	3/135	0.0527613183825424	0.17028995572309	0	0	3.67790611028316	10.820315049075658	IGKC;IGLC2;IGHA1
GO_Biological_Process_2018	podosome assembly (GO:0071800)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	NCF1
GO_Biological_Process_2018	removal of superoxide radicals (GO:0019430)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	SOD1
GO_Biological_Process_2018	dynamin family protein polymerization involved in membrane fission (GO:0003373)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	MX1
GO_Biological_Process_2018	pinocytosis (GO:0006907)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	PYCARD
GO_Biological_Process_2018	response to UV-C (GO:0010225)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	CARD16
GO_Biological_Process_2018	regulation of natural killer cell activation (GO:0032814)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	PRDM1
GO_Biological_Process_2018	positive regulation of cell activation (GO:0050867)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	PLEK
GO_Biological_Process_2018	regulation of organ growth (GO:0046620)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	SOD1
GO_Biological_Process_2018	engulfment of apoptotic cell (GO:0043652)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	RAC2
GO_Biological_Process_2018	cellular response to superoxide (GO:0071451)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	SOD1
GO_Biological_Process_2018	regulation of leukocyte activation (GO:0002694)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	PLSCR1
GO_Biological_Process_2018	regulation of interferon-gamma secretion (GO:1902713)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	CD2
GO_Biological_Process_2018	negative regulation of interferon-beta production (GO:0032688)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	PYCARD
GO_Biological_Process_2018	vasodilation (GO:0042311)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	SOD1
GO_Biological_Process_2018	regulation of mast cell activation (GO:0033003)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	PLSCR1
GO_Biological_Process_2018	mitochondrial respiratory chain complex III assembly (GO:0034551)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	UQCR10
GO_Biological_Process_2018	negative regulation of tyrosine phosphorylation of STAT protein (GO:0042532)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	SOCS1
GO_Biological_Process_2018	regulation of integrin activation (GO:0033623)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	PLEK
GO_Biological_Process_2018	negative regulation of lipid localization (GO:1905953)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	NFKBIA
GO_Biological_Process_2018	establishment of viral latency (GO:0019043)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	IRF7
GO_Biological_Process_2018	dynamin family protein polymerization involved in mitochondrial fission (GO:0003374)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	MX1
GO_Biological_Process_2018	negative regulation of transcription by competitive promoter binding (GO:0010944)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	PHB
GO_Biological_Process_2018	respiratory chain complex III assembly (GO:0017062)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	UQCR10
GO_Biological_Process_2018	positive regulation of autophagosome assembly (GO:2000786)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	PIP4K2A
GO_Biological_Process_2018	Golgi inheritance (GO:0048313)	1/9	0.0548745216340605	0.17028995572309	0	0	20.027217741935484	58.13312760621578	PLK3
GO_Biological_Process_2018	actin cytoskeleton reorganization (GO:0031532)	2/61	0.0558404702563069	0.1728179323379472	0	0	5.461209866335952	15.75699071349917	PLEK;RAC2
GO_Biological_Process_2018	positive regulation of type I interferon production (GO:0032481)	2/62	0.0574720865848811	0.1731072777719149	0	0	5.369918699186992	15.338935949448455	IFI16;IRF7
GO_Biological_Process_2018	negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	2/62	0.0574720865848811	0.1731072777719149	0	0	5.369918699186992	15.338935949448455	BCL2;TMBIM6
GO_Biological_Process_2018	response to lipid (GO:0033993)	3/140	0.0576074196789848	0.1731072777719149	0	0	3.5427785090343424	10.11145797968202	JUN;PPBP;PF4
GO_Biological_Process_2018	negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)	3/140	0.0576074196789848	0.1731072777719149	0	0	3.5427785090343424	10.11145797968202	PYCARD;NFKBIA;SP100
GO_Biological_Process_2018	negative regulation of neuron apoptotic process (GO:0043524)	2/63	0.0591202201543723	0.1731072777719149	0	0	5.28162068505931	14.937386023206953	BCL2;SOD1
GO_Biological_Process_2018	positive regulation of epidermal growth factor-activated receptor activity (GO:0045741)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	NCF1
GO_Biological_Process_2018	glomerular filtration (GO:0003094)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	IGHA1
GO_Biological_Process_2018	low-density lipoprotein particle receptor catabolic process (GO:0032802)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	MYLIP
GO_Biological_Process_2018	regulation of myeloid leukocyte differentiation (GO:0002761)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	IRF7
GO_Biological_Process_2018	cytochrome complex assembly (GO:0017004)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	CYBA
GO_Biological_Process_2018	3'-UTR-mediated mRNA destabilization (GO:0061158)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	ZFP36
GO_Biological_Process_2018	regulation of mammary gland epithelial cell proliferation (GO:0033599)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	RTN4
GO_Biological_Process_2018	neuron projection fasciculation (GO:0106030)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	RTN4
GO_Biological_Process_2018	negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	JUN
GO_Biological_Process_2018	ESCRT III complex disassembly (GO:1904903)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	CHMP5
GO_Biological_Process_2018	ESCRT complex disassembly (GO:1904896)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	CHMP5
GO_Biological_Process_2018	cellular copper ion homeostasis (GO:0006878)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	MT2A
GO_Biological_Process_2018	regulation of DNA-templated transcription, initiation (GO:2000142)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	JUN
GO_Biological_Process_2018	mitotic G1/S transition checkpoint (GO:0044819)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	PLK3
GO_Biological_Process_2018	nuclear pore complex assembly (GO:0051292)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	RTN4
GO_Biological_Process_2018	T cell homeostasis (GO:0043029)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	PMAIP1
GO_Biological_Process_2018	positive regulation of vacuole organization (GO:0044090)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	PIP4K2A
GO_Biological_Process_2018	negative regulation of interleukin-1 beta secretion (GO:0050713)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	CARD16
GO_Biological_Process_2018	endosomal vesicle fusion (GO:0034058)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	SAMD9L
GO_Biological_Process_2018	nucleoside metabolic process (GO:0009116)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	TYMP
GO_Biological_Process_2018	mitochondrial respiratory chain complex III biogenesis (GO:0097033)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	UQCR10
GO_Biological_Process_2018	negative regulation of lipopolysaccharide-mediated signaling pathway (GO:0031665)	1/10	0.0607842020747778	0.1731072777719149	0	0	17.801075268817204	49.85058258369441	CARD16
GO_Biological_Process_2018	positive regulation of endocytosis (GO:0045807)	2/64	0.0607846045416268	0.1731072777719149	0	0	5.196170993968004	14.551454611385338	PYCARD;CYBA
GO_Biological_Process_2018	NADH dehydrogenase complex assembly (GO:0010257)	2/64	0.0607846045416268	0.1731072777719149	0	0	5.196170993968004	14.551454611385338	NDUFA3;NDUFB3
GO_Biological_Process_2018	cellular response to decreased oxygen levels (GO:0036294)	2/64	0.0607846045416268	0.1731072777719149	0	0	5.196170993968004	14.551454611385338	PMAIP1;CARD16
GO_Biological_Process_2018	mitochondrial respiratory chain complex I biogenesis (GO:0097031)	2/64	0.0607846045416268	0.1731072777719149	0	0	5.196170993968004	14.551454611385338	NDUFA3;NDUFB3
GO_Biological_Process_2018	mitochondrial respiratory chain complex I assembly (GO:0032981)	2/64	0.0607846045416268	0.1731072777719149	0	0	5.196170993968004	14.551454611385338	NDUFA3;NDUFB3
GO_Biological_Process_2018	cellular protein complex assembly (GO:0043623)	3/144	0.0616310590346346	0.1750812672078428	0	0	3.441576560865016	9.590260524273711	ARL2;CYBA;RTN4
GO_Biological_Process_2018	cellular response to reactive oxygen species (GO:0034614)	2/65	0.0624649759831358	0.1765717885463889	0	0	5.113433991482772	14.180315707863574	JUN;NCF1
GO_Biological_Process_2018	negative regulation of apoptotic signaling pathway (GO:2001234)	2/65	0.0624649759831358	0.1765717885463889	0	0	5.113433991482772	14.180315707863574	BCL2;TMBIM6
GO_Biological_Process_2018	positive regulation of cellular protein localization (GO:1903829)	2/66	0.0641610733211127	0.1770291881053389	0	0	5.033282520325203	13.82319866920092	PLK3;RTN4
GO_Biological_Process_2018	negative regulation of protein binding (GO:0032091)	2/67	0.0658726379944567	0.1770291881053389	0	0	4.955597248280175	13.479383731897636	TMBIM6;CARD16
GO_Biological_Process_2018	positive regulation of posttranscriptional gene silencing (GO:0060148)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	ZFP36
GO_Biological_Process_2018	protein kinase C signaling (GO:0070528)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	PLEK
GO_Biological_Process_2018	mononuclear cell differentiation (GO:1903131)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	IFI16
GO_Biological_Process_2018	positive regulation of superoxide anion generation (GO:0032930)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	SOD1
GO_Biological_Process_2018	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	ZFP36
GO_Biological_Process_2018	pyrimidine nucleoside catabolic process (GO:0046135)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	TYMP
GO_Biological_Process_2018	heart process (GO:0003015)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	SOD1
GO_Biological_Process_2018	regulation of non-canonical Wnt signaling pathway (GO:2000050)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	RNF213
GO_Biological_Process_2018	regulation of actin filament depolymerization (GO:0030834)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	PLEK
GO_Biological_Process_2018	myeloid cell activation involved in immune response (GO:0002275)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	PYCARD
GO_Biological_Process_2018	attachment of mitotic spindle microtubules to kinetochore (GO:0051315)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	MAD1L1
GO_Biological_Process_2018	low-density lipoprotein receptor particle metabolic process (GO:0032799)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	MYLIP
GO_Biological_Process_2018	positive regulation of glucose metabolic process (GO:0010907)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	PMAIP1
GO_Biological_Process_2018	positive regulation of myoblast fusion (GO:1901741)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	CD53
GO_Biological_Process_2018	oxidative phosphorylation (GO:0006119)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	UQCRH
GO_Biological_Process_2018	negative regulation of translation, ncRNA-mediated (GO:0040033)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	ZFP36
GO_Biological_Process_2018	response to axon injury (GO:0048678)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	SOD1
GO_Biological_Process_2018	monocyte differentiation (GO:0030224)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	IFI16
GO_Biological_Process_2018	renal filtration (GO:0097205)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	IGHA1
GO_Biological_Process_2018	positive regulation of actin filament depolymerization (GO:0030836)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	PLEK
GO_Biological_Process_2018	miRNA mediated inhibition of translation (GO:0035278)	1/11	0.0666572249433412	0.1770291881053389	0	0	16.02016129032258	43.38567003358629	ZFP36
